NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,HasSteam,HasElectricity,HasGas,NbSourcesEnergies,SecondUseRatio,ThirdUseRatio,AreaPerFloor,SiteEnergyUse_log,PrimaryPropertyType_Distribution_Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K_12_School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large_Office,PrimaryPropertyType_Medical_Office,PrimaryPropertyType_Mixed_Use_Property,PrimaryPropertyType_Office,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated_Warehouse,PrimaryPropertyType_Residence_Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail_Store,PrimaryPropertyType_Self_Storage_Facility,PrimaryPropertyType_Senior_Care_Community,PrimaryPropertyType_Small_and_Mid_Sized_Office,PrimaryPropertyType_Supermarket_Grocery_Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship_Facility,Neighborhood_BALLARD,Neighborhood_CENTRAL,Neighborhood_DELRIDGE,Neighborhood_DOWNTOWN,Neighborhood_EAST,Neighborhood_GREATER_DUWAMISH,Neighborhood_LAKE_UNION,Neighborhood_MAGNOLIA_QUEENANNE,Neighborhood_NORTH,Neighborhood_NORTHEAST,Neighborhood_NORTHWEST,Neighborhood_SOUTHEAST,Neighborhood_SOUTHWEST,UsageType_Bin,AgeGroup
1.0,4,130293,23400,0,1,0,1,0.0675400827366013,0.0,32573.25,13.050938935974422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1.0,4,106041,0,0,1,1,2,0.0,0.0,26510.25,13.932353596406116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,3,94470,0,0,1,1,2,0.0,0.0,31490.0,13.816307115627964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1.0,10,181694,38186,0,1,0,1,0.1483042918313208,0.0118606007903398,18169.4,15.848644513825358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1,22780,0,0,1,0,1,0.0,0.0,22780.0,12.904335002490305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,124472,0,0,1,1,2,0.0,0.0,124472.0,15.51383112878169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.0,22,227556,98556,0,1,0,1,0.3422796888677951,0.0,10343.454545454546,15.954802304029698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1.0,1,50065,0,0,1,1,2,0.0,0.0,50065.0,14.24045814408709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.0,1,57540,0,0,1,1,2,0.0,0.0,57540.0,14.764340887809404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,85400,0,0,1,0,1,0.0,0.0,85400.0,14.245341883938432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,55700,0,0,1,0,1,0.0,0.0,55700.0,13.161211124475946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,53250,0,0,1,1,2,0.0,0.0,53250.0,14.40006269185088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,6,78672,28427,0,1,1,2,0.0,0.0,13112.0,14.594706871455491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,3,64660,0,0,1,1,2,0.0,0.0,21553.333333333332,12.693157678389303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,2,75844,19928,0,1,1,2,0.3749934075207004,0.25,37922.0,15.119560842257892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
1.0,1,161678,0,0,1,1,2,0.0,0.0,161678.0,16.051659864483902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,101101,0,0,1,1,2,0.0,0.0,101101.0,16.897229225058453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,1,52613,0,0,1,1,2,0.0,0.0,52613.0,13.875154228216772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,56608,0,0,1,1,2,0.2035048049745619,0.0,56608.0,15.443612606722327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,1,104099,0,0,1,1,2,0.0393759786357217,0.0,104099.0,16.688816406998527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,1,58184,7450,0,1,1,2,0.0,0.0,58184.0,16.50439574445213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,1,58480,0,0,1,1,2,0.0,0.0,58480.0,16.21835130897384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,6,336700,124800,0,1,0,1,0.0135699435699435,0.0,56116.666666666664,16.019260024061797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,4,264008,159994,0,1,1,2,0.0,0.0,66002.0,16.11184686791646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2,62220,0,0,1,1,2,0.2214721954355512,0.021279331404693,31110.0,15.510071206695091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
1.0,1,65430,0,0,1,1,2,0.1244383310408069,0.0,65430.0,14.972720474307073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.0,3,102290,42440,0,1,1,2,0.1815915534265324,0.0,34096.666666666664,15.6176774317892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.0,3,80004,0,0,1,0,1,0.0,0.0,26668.0,16.31957616388432,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1.0,2,323916,0,0,1,1,2,0.1864310500253152,0.0,161958.0,15.897955646976447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,14,304052,0,0,1,1,2,0.5146718324497126,0.2764392223698578,21718.0,16.861336716902326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,4,85385,31210,0,1,0,1,0.2989400948644375,0.0336710194999121,21346.25,15.39552717770196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1.0,2,98024,0,0,1,1,2,0.343915775728393,0.0,49012.0,14.502807911601948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,1,65000,15000,0,1,1,2,0.2307692307692307,0.1538461538461538,65000.0,14.772532880272358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1.0,5,144573,66620,0,1,0,1,0.4610127755528349,0.0,28914.6,15.451598190993131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,2,302812,0,0,1,1,2,0.0,0.0,151406.0,15.802127197726676,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1.0,5,86400,0,0,1,1,2,0.0,0.0,17280.0,16.02158717348203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.0,2,98539,0,0,1,1,2,0.0,0.0,49269.5,15.511207172532671,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,6,86483,0,0,1,0,1,0.0,0.0,14413.833333333334,15.665733334658524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,1,51600,0,0,1,1,2,0.3333333333333333,0.0,51600.0,13.932887400024097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1.0,1,140520,0,0,1,1,2,0.0,0.0,140520.0,14.61549755947024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,5,154029,62380,0,1,1,2,0.4303605165261087,0.0,30805.8,15.349448006100404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1.0,3,161789,91935,0,1,1,2,0.4317598847882118,0.0,53929.666666666664,15.756209509427965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,3,63909,0,0,1,0,1,0.0506814376691858,0.0,21303.0,15.37696621478292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,2,53472,0,0,1,1,2,0.1876309096349491,0.0,26736.0,13.78624200734565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
1.0,1,50417,0,0,1,1,2,0.0,0.0,50417.0,14.429290344441789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,43728,0,0,0,1,1,0.0,0.0,43728.0,16.25855604501148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1.0,3,133298,0,0,1,1,2,0.0,0.0,44432.666666666664,16.565405846049117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1.0,2,168619,0,0,1,1,2,0.0,0.0,84309.5,15.680493924142898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,5,251827,113318,0,1,1,2,0.3335623265178078,0.3335623265178078,50365.4,17.667835107551838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,4,175885,71385,0,1,0,1,0.4058902123546635,0.0,43971.25,15.685214766437552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,2,104786,0,0,1,1,2,0.0,0.0,52393.0,13.84349226773443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,53040,41600,0,1,1,2,0.0,0.0,53040.0,14.386505641152482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,1,110689,0,0,1,1,2,0.0,0.0,110689.0,14.665582103841215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,53620,0,0,1,1,2,0.0,0.0,53620.0,14.537709251922358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,1,50008,0,0,1,1,2,0.0,0.0,50008.0,14.9793526912508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,4,291176,100176,0,1,1,2,0.3818927384125065,0.0,72794.0,15.711231840121398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,1,50832,0,0,1,1,2,0.1359773371104816,0.0,50832.0,14.752004719155687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,1,76354,0,0,1,1,2,0.0,0.0,76354.0,14.860382173891184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,98480,0,0,1,1,2,0.0,0.0,98480.0,14.856340296883664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,3,175918,51218,0,1,1,2,0.3309382780613695,0.1718414261189872,58639.333333333336,16.930365769104995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,3,169785,63782,0,1,1,2,0.375663338928645,0.0,56595.0,16.76809605344828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1.0,11,124721,0,0,1,1,2,0.1250791767224445,0.0962147513249573,11338.272727272728,16.447268526228218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1.0,7,94002,0,0,1,0,1,0.3334822663347588,0.0,13428.857142857143,15.549329071952592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1.0,1,93020,0,0,1,0,1,0.0,0.0,93020.0,14.040511483290937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,23000,0,0,1,1,2,0.1169391346956521,0.0,23000.0,13.47459418578526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1.0,1,61053,0,0,1,1,2,0.0,0.0,61053.0,16.390655836835066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,5,78920,0,0,1,0,1,0.0,0.0,15784.0,14.856025668761925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1.0,7,99440,0,0,1,1,2,0.2399135156878519,0.0,14205.714285714286,15.703614898791155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,6,73260,0,0,1,0,1,0.0,0.0,12210.0,14.86394804930074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1.0,4,69817,0,1,1,1,3,0.3729607402208631,0.0,17454.25,14.593951787583338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,4,84750,0,0,1,1,2,0.3390442477876106,0.0,21187.5,14.554932658784786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,6,75496,13320,0,1,0,1,0.1290002119317579,0.0621092508212355,12582.666666666666,15.088121460852689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,4,164380,0,1,1,1,3,0.1265056576225818,0.0,41095.0,15.850967688075055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,7,160580,0,1,1,1,3,0.0,0.0,22940.0,15.28250606378661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1.0,6,73470,0,0,1,0,1,0.1289914250714577,0.1289914250714577,12245.0,14.982488098985424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,3,67755,0,0,1,0,1,0.2908272452217548,0.1769315917644454,22585.0,14.459719563401707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,3,56700,0,0,1,1,2,0.318342151675485,0.218694885361552,18900.0,14.679064849353145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,1,82852,0,0,1,1,2,0.2810070969922271,0.0,82852.0,14.58265304361696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,2,76442,0,0,1,1,2,0.2354726459276314,0.0994741110907616,38221.0,15.196359368953187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,2,92792,0,0,1,1,2,0.1447861884645228,0.0,46396.0,14.964656252377676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
2.0,2,125519,0,0,1,0,1,0.0,0.0,62759.5,14.623911801244828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,4,129000,25800,0,1,0,1,0.0,0.0,32250.0,15.2913361602144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1.0,1,78814,0,0,1,1,2,0.0,0.0,78814.0,13.666979081633317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,4,58970,0,0,1,1,2,0.196710191622859,0.1187044259793115,14742.5,14.390106016879448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,6,75600,10800,0,1,0,1,0.1388888888888889,0.0793650793650793,12600.0,14.804559344120012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,4,56270,0,0,1,0,1,0.1647414252710147,0.0731473253954149,14067.5,13.870739117777712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,4,66842,0,0,1,1,2,0.1572963107028515,0.0,16710.5,15.539811781136608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,6,75288,10800,0,1,1,2,0.1450164700881946,0.0,12548.0,14.877322269253275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,7,184322,0,0,1,0,1,0.0022026670717548,0.0,26331.714285714286,16.089993457347152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,7,287853,0,0,1,1,2,0.0420422924200894,0.0,41121.857142857145,17.05681723958036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,64512,0,0,1,1,2,0.0,0.0,32256.0,15.601948141044351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1.0,6,286000,111774,0,1,1,2,0.3802342657342657,0.1722762237762237,47666.666666666664,17.97181519498643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,7,144050,0,0,1,1,2,0.0,0.0,20578.571428571428,15.183989920145349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1.0,3,60592,0,0,1,1,2,0.0,0.0,20197.333333333332,15.434789191284194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
0.0,6,1380959,0,0,1,1,2,0.2036961271116666,0.1595289939817185,230159.83333333337,18.121338636736265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,1,107930,0,0,1,1,2,0.0,0.0,107930.0,15.792570822201167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,99084,0,0,1,1,2,0.0,0.0,99084.0,14.296769591208392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1.0,1,72719,0,0,1,1,2,0.0,0.0,72719.0,14.763974826021622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0.0,4,76624,0,0,1,1,2,0.0,0.0,19156.0,14.835673798963445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1.0,6,91706,36583,0,1,0,1,0.3783939982116764,0.0406080300089416,15284.333333333334,15.963844916125726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.0,5,129093,39902,0,1,1,2,0.2916656983724911,0.043495774364218,25818.6,16.772955746398665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,5,138106,16221,0,1,0,1,0.1174532605390062,0.0,27621.2,15.94157736258122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1,56572,0,0,1,1,2,0.0,0.0,56572.0,14.694900347934038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,225982,0,1,1,0,2,0.0,0.0,225982.0,16.838888251011916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,11,312512,0,0,1,1,2,0.0151610178169158,0.0142778517304935,28410.18181818182,17.06382952790055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,42,1592914,0,1,1,1,3,0.2189622289715578,0.1907887054793918,37926.52380952381,17.849731160517727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,6,97720,0,0,1,0,1,0.122789602947196,0.0993962341383544,16286.666666666666,14.7229725307884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,10,422503,206580,1,1,0,2,0.0,0.0,42250.3,16.663601503152545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,7,94500,0,0,1,0,1,0.0,0.0,13500.0,15.57214807595954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,1,94713,0,0,1,1,2,0.0,0.0,94713.0,15.505163101753729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,9,302902,101342,0,1,1,2,0.2848115892268786,0.0,33655.77777777778,16.50682936669638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,19,319911,156407,1,1,0,2,0.2162195110515112,0.0,16837.42105263158,16.528040045401255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1.0,6,205521,0,1,1,1,3,0.1393677531736416,0.0,34253.5,15.912130760388388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,6,56700,0,0,1,0,1,0.1851851851851851,0.0,9450.0,14.935869498121132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
