OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),UsageType,UsageType_Bin,NumPropertyUseTypes
25839,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.55317,-122.33289,1964,1.0,1,25000,0,25000,"Food Sales, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,13393.0,7500.0,4107.0,1989103.875,0.0,861621.0,1127483.0,Multi_usage,1,3
25842,2016,NonResidential,Warehouse,98134.0,2,GREATER_DUWAMISH,47.55544,-122.33294,1960,1.0,1,25000,0,25000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24000.0,1000.0,,287132.5,0.0,143797.0,143335.0,Multi_usage,1,2
25844,2016,NonResidential,Other,98108.0,2,GREATER_DUWAMISH,47.55523,-122.33448,1927,1.0,1,22622,0,22622,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,23000.0,,,774075.6875,0.0,315436.0,458640.0,Mono_usage,0,1
25847,2016,NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61543,-122.32657,1917,1.0,3,27544,0,27544,"Office, Parking",Office,22365.0,3744.0,,1031667.5,0.0,810115.0,221553.0,Multi_usage,1,2
25886,2016,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61161,-122.34592,1989,1.0,7,47415,0,47415,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",Office,25884.0,7000.0,5713.0,1478979.25,0.0,1478979.0,0.0,Multi_usage,1,4
25907,2016,NonResidential,Other,98109.0,7,MAGNOLIA_QUEENANNE,47.63644,-122.34218,1961,1.0,3,22960,0,22960,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,22960.0,,,2266983.0,0.0,542327.0,1724655.0,Mono_usage,0,1
25914,2016,NonResidential,Supermarket / Grocery Store,98112.0,3,EAST,47.62048,-122.31386,1998,1.0,1,44739,0,44739,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,44739.0,0.0,,14585813.0,0.0,8270312.0,6315500.0,Multi_usage,1,2
25932,2016,NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.66816,-122.27706,1948,1.0,1,22778,0,22778,"Medical Office, Office, Other, Restaurant, Retail Store",Retail Store,21194.0,12923.0,3720.0,2470566.0,0.0,224359.0,2246207.0,Multi_usage,1,5
25935,2016,NonResidential,Worship Facility,98117.0,6,BALLARD,47.68517,-122.38733,1956,1.0,2,21562,0,21562,"Pre-school/Daycare, Worship Facility",Worship Facility,21052.0,400.0,,866806.0,0.0,189790.0,677016.0,Multi_usage,1,2
25954,2016,NonResidential,Other,98122.0,3,CENTRAL,47.62322,-122.29006,1959,1.0,1,25753,0,25753,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,25753.0,,,1378130.25,0.0,231543.0,1146587.0,Mono_usage,0,1
25955,2016,NonResidential,Other,98112.0,3,EAST,47.62816,-122.28067,1928,1.0,3,71280,0,71280,Other - Recreation,Other - Recreation,71280.0,,,22767828.0,0.0,7528486.0,15239341.0,Mono_usage,0,1
25956,2016,SPS-District K-12,K-12 School,98112.0,3,EAST,47.63408,-122.28483,1925,1.0,3,38297,0,38297,K-12 School,K-12 School,38297.0,,,1845150.625,0.0,624583.0,1220568.0,Mono_usage,0,1
25965,2016,NonResidential,Senior Care Community,98112.0,3,EAST,47.63429,-122.27652,1963,1.0,16,153312,0,153312,"Parking, Senior Care Community, Worship Facility",Senior Care Community,148590.0,72317.0,4722.0,20628680.0,0.0,6566843.0,14061838.0,Multi_usage,1,3
26002,2016,NonResidential,Worship Facility,98118.0,2,SOUTHEAST,47.53857,-122.28026,1968,1.0,1,24200,0,24200,"Parking, Worship Facility",Worship Facility,24200.0,0.0,,826488.6875,0.0,466335.0,360154.0,Multi_usage,1,2
26017,2016,NonResidential,Residence Hall,98109.0,7,MAGNOLIA_QUEENANNE,47.63651,-122.34418,1981,1.0,4,23513,2211,21302,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",Residence Hall/Dormitory,15200.0,2600.0,1800.0,1740568.25,0.0,924449.0,816119.0,Multi_usage,1,5
26040,2016,NonResidential,Self-Storage Facility,98126.0,1,DELRIDGE,47.56785,-122.37039,1994,1.0,3,66610,0,66610,Self-Storage Facility,Self-Storage Facility,66720.0,,,640377.0,0.0,329414.0,310963.0,Mono_usage,0,1
26233,2016,NonResidential,Other,98134.0,2,GREATER_DUWAMISH,47.56774,-122.33289,1950,1.0,1,36000,0,36000,"Office, Other",Other,34000.0,1400.0,,3646053.75,0.0,2922836.0,723217.0,Multi_usage,1,2
26098,2016,NonResidential,K-12 School,98133.0,5,NORTHWEST,47.71387,-122.3535,1938,1.0,2,23222,0,23222,K-12 School,K-12 School,15006.0,,,1219863.125,0.0,210763.0,1009100.0,Mono_usage,0,1
26115,2016,NonResidential,Mixed Use Property,98122.0,3,EAST,47.61426,-122.3253,1924,1.0,2,24476,0,24476,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,7501.0,5872.0,5375.0,2662054.25,0.0,1077101.0,1584953.0,Multi_usage,1,6
26119,2016,NonResidential,Retail Store,98122.0,3,EAST,47.61386,-122.32481,1910,0.0,2,24750,0,24750,"Medical Office, Office, Retail Store",Retail Store,19240.0,2050.0,1250.0,782343.8125,0.0,292118.0,490226.0,Multi_usage,1,3
26125,2016,NonResidential,K-12 School,98122.0,3,EAST,47.61339,-122.32594,1904,1.0,3,60000,0,60000,K-12 School,K-12 School,48783.0,,,3625407.5,0.0,1537012.0,2088395.0,Mono_usage,0,1
26126,2016,NonResidential,Other,98122.0,3,EAST,47.61449,-122.32592,1954,1.0,2,46560,0,46560,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,46560.0,,,690557.6875,0.0,419713.0,270845.0,Mono_usage,0,1
26139,2016,NonResidential,Other,98109.0,7,MAGNOLIA_QUEENANNE,47.63303,-122.34268,1980,1.0,3,30408,0,30408,"Bank Branch, Parking",Bank Branch,25000.0,5408.0,,1440554.25,0.0,1440554.0,0.0,Multi_usage,1,2
26146,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.63439,-122.34078,1920,1.0,3,30109,0,30109,"Office, Parking",Office,28400.0,7200.0,,1465795.75,0.0,949635.0,516161.0,Multi_usage,1,2
26150,2016,SPS-District K-12,K-12 School,98126.0,1,SOUTHWEST,47.55257,-122.38019,1964,1.0,2,39929,0,39929,K-12 School,K-12 School,39929.0,,,1813718.0,0.0,1065111.0,748607.0,Mono_usage,0,1
26154,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA_QUEENANNE,47.63985,-122.36712,1960,1.0,2,25481,0,25481,Office,Office,25481.0,,,917100.3125,0.0,219291.0,697809.0,Mono_usage,0,1
26157,2016,NonResidential,Senior Care Community,98118.0,2,SOUTHEAST,47.53515,-122.26556,1967,1.0,1,141297,0,141297,Senior Care Community,Senior Care Community,141297.0,,,19423344.0,0.0,6797882.0,12625460.0,Mono_usage,0,1
26183,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE_UNION,47.62298,-122.33082,1912,1.0,2,27788,0,27788,"Office, Other - Restaurant/Bar",Office,32610.0,4874.0,,2119806.25,0.0,1659964.0,459842.0,Multi_usage,1,2
26218,2016,NonResidential,Hotel,98133.0,5,NORTHWEST,47.729,-122.34473,1990,1.0,4,41704,8584,33120,Hotel,Hotel,41704.0,,,1943899.25,0.0,969192.0,974707.0,Mono_usage,0,1
26235,2016,NonResidential,Warehouse,98134.0,2,GREATER_DUWAMISH,47.56683,-122.33358,1941,1.0,2,22324,0,22324,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21000.0,,,588856.125,0.0,193898.0,394958.0,Mono_usage,0,1
26236,2016,NonResidential,Other,98134.0,2,GREATER_DUWAMISH,47.5661,-122.33358,1946,1.0,2,31360,0,31360,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,32000.0,,,1725108.25,0.0,1126394.0,598714.0,Mono_usage,0,1
26237,2016,NonResidential,Mixed Use Property,98134.0,2,GREATER_DUWAMISH,47.56555,-122.33362,1947,1.0,1,30496,0,30496,"Manufacturing/Industrial Plant, Office, Retail Store",Retail Store,14344.0,10272.0,8012.0,1992158.25,0.0,1295854.0,696304.0,Multi_usage,1,3
26254,2016,NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61545,-122.3238,1922,1.0,3,27600,0,27600,"Office, Retail Store",Office,13175.0,9175.0,,1072151.375,0.0,961739.0,110412.0,Multi_usage,1,2
26289,2016,NonResidential,Senior Care Community,98103.0,6,NORTHWEST,47.66312,-122.35311,1961,1.0,2,55974,0,55974,Senior Care Community,Senior Care Community,56000.0,,,6135173.0,0.0,2657803.0,3477370.0,Mono_usage,0,1
26319,2016,SPS-District K-12,K-12 School,98118.0,2,GREATER_DUWAMISH,47.53074,-122.28491,1971,1.0,2,52901,0,52901,K-12 School,K-12 School,52901.0,,,2240342.0,0.0,1273997.0,966345.0,Mono_usage,0,1
26324,2016,NonResidential,Senior Care Community,98125.0,5,NORTH,47.70883,-122.28887,1954,1.0,1,22583,0,22583,Senior Care Community,Senior Care Community,22583.0,,,1981360.0,0.0,743706.0,1237654.0,Mono_usage,0,1
26331,2016,NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE_UNION,47.66117,-122.3391,1997,0.0,3,31686,7358,24328,"Food Service, Library, Office, Parking",Office,25927.0,6750.0,3743.0,2305643.5,0.0,2305643.0,0.0,Multi_usage,1,4
26348,2016,NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE_UNION,47.6483,-122.33438,1981,1.0,3,26694,6034,20660,"Office, Parking",Office,24914.0,4720.0,,720170.6875,0.0,720171.0,0.0,Multi_usage,1,2
26359,2016,NonResidential,Warehouse,98133.0,5,NORTHWEST,47.70833,-122.34429,1972,1.0,1,29400,0,29400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25000.0,,,227509.5,0.0,227509.0,0.0,Mono_usage,0,1
26379,2016,NonResidential,Hotel,98108.0,2,GREATER_DUWAMISH,47.54774,-122.32091,1992,1.0,3,22452,0,22452,Hotel,Hotel,22452.0,,,1244150.0,0.0,524385.0,719765.0,Mono_usage,0,1
26392,2016,NonResidential,Other,98105.0,4,NORTHEAST,47.66148,-122.31279,1912,1.0,2,25767,0,25767,Bank Branch,Bank Branch,17434.0,,,1581352.75,0.0,1581352.0,0.0,Mono_usage,0,1
26393,2016,NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66188,-122.31279,1953,1.0,4,33910,0,33910,"Office, Retail Store",Retail Store,14585.0,14462.0,,1822834.25,0.0,1270124.0,552710.0,Multi_usage,1,2
26396,2016,NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.6645,-122.31224,1927,1.0,2,78401,0,78401,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400.0,9940.0,4960.0,2462408.25,0.0,939974.0,1522434.0,Multi_usage,1,4
26460,2016,NonResidential,Warehouse,98103.0,4,LAKE_UNION,47.64748,-122.33435,1979,1.0,2,78716,0,78716,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,41275.0,29399.0,6278.0,4103800.75,0.0,3680806.0,422994.0,Multi_usage,1,4
26465,2016,NonResidential,K-12 School,98103.0,4,LAKE_UNION,47.66389,-122.33692,1910,1.0,2,33300,0,33300,K-12 School,K-12 School,30740.0,,,1594733.625,0.0,335907.0,1258827.0,Mono_usage,0,1
26473,2016,NonResidential,Supermarket / Grocery Store,98103.0,4,LAKE_UNION,47.66185,-122.33594,1957,1.0,1,28808,0,28808,Supermarket/Grocery Store,Supermarket/Grocery Store,31174.0,,,9232576.0,0.0,5713530.0,3519045.0,Mono_usage,0,1
26528,2016,NonResidential,Small- and Mid-Sized Office,98105.0,4,NORTHEAST,47.66345,-122.3134,1957,1.0,1,27966,7004,20962,"Office, Parking",Office,20962.0,7004.0,,1100499.75,0.0,1100500.0,0.0,Multi_usage,1,2
26529,2016,NonResidential,Supermarket / Grocery Store,98105.0,4,NORTHEAST,47.66429,-122.31389,1950,1.0,1,26226,0,26226,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25828.0,0.0,,7588060.5,0.0,5349470.0,2238590.0,Multi_usage,1,2
26535,2016,NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.6616,-122.31393,1976,1.0,2,34948,15755,19193,"Bank Branch, Parking",Bank Branch,19183.0,19183.0,,1159807.125,0.0,1159807.0,0.0,Multi_usage,1,2
26587,2016,NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE_UNION,47.6342,-122.32661,1998,1.0,3,37639,9999,27640,"Laboratory, Office",Office,20434.0,7557.0,,6197824.5,0.0,6197824.0,0.0,Multi_usage,1,2
26593,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60102,-122.33378,1900,1.0,4,22840,0,22840,"Office, Other",Office,18400.0,4440.0,,881386.1875,0.0,881386.0,0.0,Multi_usage,1,2
26594,2016,NonResidential,Other,98104.0,7,DOWNTOWN,47.60135,-122.33327,1900,1.0,1,21420,0,21420,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,10420.0,5000.0,2000.0,810636.875,0.0,722467.0,88170.0,Multi_usage,1,5
26596,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.6011,-122.33197,1900,1.0,1,20880,0,20880,Office,Office,20880.0,,,683274.0,0.0,683274.0,0.0,Mono_usage,0,1
26600,2016,NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.59938,-122.33197,1966,1.0,3,26000,0,26000,"Office, Other - Entertainment/Public Assembly",Office,13000.0,13000.0,,1063035.875,0.0,820061.0,242975.0,Multi_usage,1,2
26601,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59954,-122.33201,1900,1.0,3,38675,0,38675,"Office, Restaurant",Office,12100.0,4281.0,,1938776.75,0.0,1280095.0,658682.0,Multi_usage,1,2
26602,2016,Nonresidential COS,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59986,-122.33195,1929,1.0,4,49951,0,49951,"Office, Other",Office,32039.0,24035.0,,5134446.0,382080.0,2092919.0,2659447.0,Multi_usage,1,2
26611,2016,NonResidential,Medical Office,98118.0,2,SOUTHEAST,47.5195,-122.26935,2010,1.0,2,25880,0,25880,Medical Office,Medical Office,25880.0,,,1941728.75,0.0,1805820.0,135908.0,Mono_usage,0,1
26657,2016,NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.66517,-122.31037,1927,1.0,3,41013,0,41013,"Office, Worship Facility",Worship Facility,32098.0,2310.0,,1080821.0,0.0,432910.0,647911.0,Multi_usage,1,2
26667,2016,NonResidential,Other,98105.0,4,NORTHEAST,47.66453,-122.30999,2004,1.0,2,21075,0,21075,"Office, Social/Meeting Hall",Social/Meeting Hall,18075.0,3000.0,,1581036.75,0.0,652060.0,928977.0,Multi_usage,1,2
26670,2016,NonResidential,Worship Facility,98133.0,4,NORTHEAST,47.67842,-122.31949,1950,1.0,3,46485,0,46485,Worship Facility,Worship Facility,63922.0,,,1544995.75,0.0,759192.0,785803.0,Mono_usage,0,1
26681,2016,NonResidential,Small- and Mid-Sized Office,98115.0,6,NORTHWEST,47.67819,-122.3231,1965,1.0,4,56896,0,56896,"Office, Parking",Office,40768.0,16128.0,,1402048.5,0.0,997123.0,404925.0,Multi_usage,1,2
26695,2016,NonResidential,Worship Facility,98115.0,6,NORTHWEST,47.67783,-122.32577,1978,1.0,2,27500,0,27500,Worship Facility,Worship Facility,27500.0,,,577123.125,0.0,343669.0,233454.0,Mono_usage,0,1
26705,2016,NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59856,-122.33248,1930,1.0,2,36630,0,36630,"Distribution Center, Office",Office,22000.0,11000.0,,541943.3125,0.0,541943.0,0.0,Multi_usage,1,2
26706,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59954,-122.33115,1900,0.0,3,26830,0,26830,"Office, Other",Office,16838.0,10000.0,,2099386.75,0.0,1095970.0,1003417.0,Multi_usage,1,2
26708,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59971,-122.33065,1906,1.0,5,41920,0,41920,Office,Office,41920.0,,,1103594.75,0.0,1103595.0,0.0,Mono_usage,0,1
26710,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60048,-122.33157,1905,1.0,5,36879,0,36879,Office,Office,44000.0,,,1537570.25,0.0,1186017.0,351553.0,Mono_usage,0,1
26711,2016,NonResidential,Other,98104.0,7,DOWNTOWN,47.60055,-122.33057,1904,1.0,6,29820,0,29820,Other - Lodging/Residential,Other - Lodging/Residential,29820.0,,,1601955.625,0.0,1069795.0,532160.0,Mono_usage,0,1
26719,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60026,-122.3299,1905,0.0,2,33640,0,33640,Office,Office,27322.0,,,1078535.75,0.0,1078536.0,0.0,Mono_usage,0,1
26720,2016,NonResidential,Warehouse,98104.0,7,DOWNTOWN,47.59986,-122.32987,1906,1.0,4,43484,0,43484,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,26416.0,9531.0,7537.0,1567040.75,0.0,1567041.0,0.0,Multi_usage,1,3
26726,2016,NonResidential,Mixed Use Property,98104.0,2,DOWNTOWN,47.599,-122.32717,1900,1.0,3,22480,0,22480,"Office, Other, Retail Store",Office,10800.0,10800.0,7200.0,981009.125,0.0,981009.0,0.0,Multi_usage,1,3
26728,2016,NonResidential,Hotel,98104.0,2,DOWNTOWN,47.5985,-122.32677,1925,1.0,4,33018,0,33018,"Hotel, Retail Store",Hotel,23193.0,6165.0,,4857581.5,0.0,1827547.0,3030034.0,Multi_usage,1,2
26731,2016,NonResidential,Small- and Mid-Sized Office,98134.0,2,DOWNTOWN,47.5962,-122.32548,1970,1.0,2,26510,0,26510,Office,Office,30800.0,,,987063.6875,0.0,893799.0,93265.0,Mono_usage,0,1
26759,2016,NonResidential,Warehouse,98105.0,4,LAKE_UNION,47.65429,-122.32618,1938,1.0,1,40028,0,40028,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,33222.0,10208.0,6200.0,942415.1875,0.0,938199.0,4216.0,Multi_usage,1,3
26761,2016,NonResidential,Small- and Mid-Sized Office,98105.0,4,LAKE_UNION,47.65373,-122.32721,2007,1.0,3,44510,18228,26282,"Office, Parking",Office,26282.0,18228.0,,2188051.25,0.0,2188051.0,0.0,Multi_usage,1,2
26773,2016,NonResidential,Worship Facility,98125.0,5,NORTH,47.71705,-122.28577,1954,1.0,1,21624,0,21624,Worship Facility,Worship Facility,21624.0,,,666687.5,0.0,313117.0,353571.0,Mono_usage,0,1
26808,2016,SPS-District K-12,K-12 School,98103.0,6,NORTHWEST,47.6763,-122.3285,1970,1.0,1,42239,0,42239,K-12 School,K-12 School,48799.0,,,2145603.5,0.0,894324.0,1251280.0,Mono_usage,0,1
26821,2016,SPS-District K-12,K-12 School,98105.0,6,NORTHWEST,47.66828,-122.3266,1925,1.0,3,51360,0,51360,K-12 School,K-12 School,51026.0,,,1403094.75,0.0,960186.0,442909.0,Mono_usage,0,1
26833,2016,NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59819,-122.32599,1993,0.0,3,21600,0,21600,"Office, Restaurant",Office,11600.0,10000.0,,1539176.625,0.0,1069041.0,470135.0,Multi_usage,1,2
26838,2016,NonResidential,Hotel,98104.0,2,DOWNTOWN,47.59983,-122.32598,1910,1.0,5,40552,0,40552,Hotel,Hotel,40552.0,,,1200180.875,0.0,227435.0,972746.0,Mono_usage,0,1
26847,2016,NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.60105,-122.32542,1909,1.0,3,31432,0,31432,"Multifamily Housing, Office, Other",Office,23059.0,7125.0,1248.0,1439572.375,0.0,1439572.0,0.0,Multi_usage,1,3
26849,2016,NonResidential,Retail Store,98104.0,2,DOWNTOWN,47.59935,-122.32468,1917,1.0,2,24550,0,24550,"Office, Retail Store",Retail Store,13500.0,11050.0,,977230.3125,0.0,90201.0,114794.0,Multi_usage,1,2
26870,2016,SPS-District K-12,K-12 School,98105.0,4,LAKE_UNION,47.65753,-122.32405,2000,1.0,2,61052,0,61052,K-12 School,K-12 School,61052.0,,,2366929.5,0.0,1688937.0,677992.0,Mono_usage,0,1
26883,2016,NonResidential,Other,98122.0,3,CENTRAL,47.60285,-122.31458,1908,1.0,3,25864,0,25864,"Office, Social/Meeting Hall",Social/Meeting Hall,13364.0,8420.0,,1028277.313,0.0,433559.0,594718.0,Multi_usage,1,2
26905,2016,NonResidential,Other,98105.0,4,NORTHEAST,47.66192,-122.30998,1924,1.0,3,20686,0,20686,Other - Lodging/Residential,Other - Lodging/Residential,20686.0,,,1207504.0,0.0,464268.0,743236.0,Mono_usage,0,1
26906,2016,NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.6617,-122.31007,1929,1.0,3,22124,0,22124,Residence Hall/Dormitory,Residence Hall/Dormitory,22124.0,,,637685.0,0.0,637685.0,0.0,Mono_usage,0,1
26909,2016,NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66289,-122.30863,1926,1.0,3,27487,0,27487,Residence Hall/Dormitory,Residence Hall/Dormitory,27487.0,,,1594504.875,0.0,406046.0,1188459.0,Mono_usage,0,1
26911,2016,NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66164,-122.30874,1926,1.0,4,23616,0,23616,Residence Hall/Dormitory,Residence Hall/Dormitory,23616.0,,,1656420.25,0.0,743927.0,912493.0,Mono_usage,0,1
26922,2016,NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66238,-122.30801,1976,1.0,3,33448,0,33448,Residence Hall/Dormitory,Residence Hall/Dormitory,33448.0,,,998633.5,0.0,998633.0,0.0,Mono_usage,0,1
26924,2016,Nonresidential COS,Mixed Use Property,98122.0,2,EAST,47.60153,-122.31986,2005,0.0,2,29508,7120,22388,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,11074.0,8183.0,6569.0,2217620.0,0.0,791940.0,1425680.0,Multi_usage,1,6
26930,2016,NonResidential,Senior Care Community,98122.0,3,CENTRAL,47.60133,-122.31088,1987,1.0,2,74840,0,74840,Senior Care Community,Senior Care Community,74840.0,,,8268496.5,0.0,4111042.0,4157454.0,Mono_usage,0,1
26933,2016,Nonresidential COS,Other,98144.0,3,CENTRAL,47.60133,-122.31088,1913,1.0,3,20992,0,20992,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,4625.0,1665.0,2473302.0,0.0,576892.0,1896410.0,Multi_usage,1,3
26939,2016,NonResidential,K-12 School,98122.0,3,CENTRAL,47.6032,-122.30596,1925,1.0,2,22344,0,22344,K-12 School,K-12 School,22344.0,,,1522596.75,0.0,555586.0,967011.0,Mono_usage,0,1
26956,2016,NonResidential,University,98121.0,3,EAST,47.62531,-122.32303,1921,1.0,3,31900,0,31900,College/University,College/University,26000.0,,,2466100.0,0.0,753713.0,1712387.0,Mono_usage,0,1
26961,2016,Nonresidential COS,Other,98117.0,6,BALLARD,47.68475,-122.38257,1950,1.0,2,29417,0,29417,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,18489.0,8946.0,1445.0,1631479.125,0.0,658940.0,972539.0,Multi_usage,1,4
26986,2016,NonResidential,Supermarket / Grocery Store,98116.0,1,SOUTHWEST,47.58217,-122.38479,1997,1.0,1,31841,0,31841,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,30899.0,942.0,,13140574.0,0.0,6365315.0,6775259.0,Multi_usage,1,2
26994,2016,NonResidential,Mixed Use Property,98122.0,3,EAST,47.627,-122.29153,1988,1.0,2,21036,0,21036,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,11021.0,8164.0,7280.0,2735811.5,0.0,1450920.0,1284891.0,Multi_usage,1,5
26997,2016,NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.66272,-122.31798,1999,1.0,2,32928,0,32928,"Office, Other, Parking, Retail Store",Parking,24288.0,16710.0,16128.0,5652231.0,0.0,5652230.0,0.0,Multi_usage,1,4
27008,2016,SPS-District K-12,K-12 School,98105.0,4,NORTHEAST,47.6622,-122.27796,1928,1.0,2,54943,0,54943,K-12 School,K-12 School,57247.0,,,2155390.25,0.0,665637.0,1489754.0,Mono_usage,0,1
27013,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.54761,-122.32759,1960,1.0,1,44476,0,44476,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,,,1368120.5,0.0,931104.0,437016.0,Mono_usage,0,1
27016,2016,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER_DUWAMISH,47.54494,-122.32543,1969,1.0,1,35017,0,35017,"Non-Refrigerated Warehouse, Office, Parking",Office,19785.0,10234.0,0.0,1295485.25,0.0,904631.0,390854.0,Multi_usage,1,3
27020,2016,NonResidential,Residence Hall,98177.0,4,NORTHEAST,47.66281,-122.30819,1950,1.0,3,29084,0,29084,Residence Hall/Dormitory,Residence Hall/Dormitory,26000.0,,,1632498.625,0.0,560665.0,1071834.0,Mono_usage,0,1
27080,2016,NonResidential,Worship Facility,98144.0,3,SOUTHEAST,47.58671,-122.30201,1963,1.0,2,22952,0,22952,"Parking, Worship Facility",Worship Facility,22962.0,0.0,,470666.6875,0.0,123878.0,346789.0,Multi_usage,1,2
27117,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.54443,-122.32688,1976,1.0,1,21040,0,21040,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040.0,,,592088.125,0.0,266815.0,325273.0,Mono_usage,0,1
27122,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.54491,-122.32758,1951,1.0,2,28032,0,28032,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,,,1321065.0,0.0,510536.0,810529.0,Mono_usage,0,1
27131,2016,NonResidential,Distribution Center,98108.0,2,GREATER_DUWAMISH,47.54333,-122.32792,1974,1.0,1,25620,0,25620,Distribution Center,Distribution Center,25620.0,,,550324.1875,0.0,189949.0,360375.0,Mono_usage,0,1
27141,2016,NonResidential,Warehouse,98144.0,2,DOWNTOWN,47.59775,-122.32219,1992,1.0,3,33238,0,33238,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238.0,,,1632472.0,0.0,1632472.0,0.0,Mono_usage,0,1
27142,2016,NonResidential,K-12 School,98104.0,3,EAST,47.60745,-122.32542,1912,1.0,4,27800,0,27800,K-12 School,K-12 School,11093.0,,,1181428.75,0.0,528460.0,652969.0,Mono_usage,0,1
27145,2016,NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60331,-122.33389,2000,1.0,6,706176,0,706176,"Bank Branch, Office, Parking",Office,222807.0,78049.0,5171.0,13270687.0,0.0,13270685.0,0.0,Multi_usage,1,3
