NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,SiteEnergyUse(kBtu),HasSteam,HasElectricity,HasGas,NbSourcesEnergies,SecondUseRatio,ThirdUseRatio,AreaPerFloor,PrimaryPropertyType_Distribution_Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K_12_School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large_Office,PrimaryPropertyType_Medical_Office,PrimaryPropertyType_Mixed_Use_Property,PrimaryPropertyType_Office,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated_Warehouse,PrimaryPropertyType_Residence_Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail_Store,PrimaryPropertyType_Self_Storage_Facility,PrimaryPropertyType_Senior_Care_Community,PrimaryPropertyType_Small_and_Mid_Sized_Office,PrimaryPropertyType_Supermarket_Grocery_Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship_Facility,Neighborhood_BALLARD,Neighborhood_CENTRAL,Neighborhood_DELRIDGE,Neighborhood_DOWNTOWN,Neighborhood_EAST,Neighborhood_GREATER_DUWAMISH,Neighborhood_LAKE_UNION,Neighborhood_MAGNOLIA_QUEENANNE,Neighborhood_NORTH,Neighborhood_NORTHEAST,Neighborhood_NORTHWEST,Neighborhood_SOUTHEAST,Neighborhood_SOUTHWEST,UsageType_Bin,AgeGroup
1.0,3,280252,156312,11521702.0,0,1,0,1,0.4154832079699699,0.0267616288197764,93417.33333333331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,3,66462,12998,6876439.5,0,1,0,1,0.2256928771327976,0.0,22154.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1.0,1,131387,0,8773058.0,0,1,1,2,0.0,0.0,131387.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,3,94400,0,784364.5,0,1,1,2,0.0,0.0,31466.666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,1,111900,0,9814820.0,0,1,1,2,0.0,0.0,111900.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0.0,1,144776,0,13424079.0,0,1,1,2,0.0,0.0,144776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,1,114000,0,17225444.0,0,1,1,2,0.4939649122807018,0.0,114000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,1,50083,0,8663691.0,0,1,1,2,0.0,0.0,50083.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,3,124071,28645,4991360.5,0,1,1,2,0.0,0.0,41357.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,4,90000,36528,3897738.0,0,1,0,1,0.0,0.0,22500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,3,96041,33709,5413418.0,0,1,0,1,0.3509855166022844,0.0,32013.666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,3,280957,114829,11325513.0,0,1,1,2,0.3341899294198044,0.0266944763789476,93652.33333333331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,4,243334,103032,8651835.0,0,1,1,2,0.1008860249697946,0.0,60833.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,6,154660,0,52960796.0,1,1,1,3,0.4079981895771369,0.1705676968834863,25776.666666666668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,5,390295,121375,7683885.0,0,1,0,1,0.2777591309137959,0.0,78059.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.0,2,90000,0,1429146.375,0,1,1,2,0.2222222222222222,0.0,45000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.0,1,50200,0,1047461.0,0,1,1,2,0.0,0.0,50200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,6,94033,6200,4758198.0,0,1,1,2,0.2631416630331905,0.0478555400763561,15672.166666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1.0,2,63240,0,227566.7031,0,1,1,2,0.0,0.0,31620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.0,5,322869,182454,17085344.0,0,1,1,2,0.4049444201827986,0.0,64573.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,4,130293,23400,465533.3125,0,1,0,1,0.0675400827366013,0.0,32573.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1.0,4,106041,0,1123943.0,0,1,1,2,0.0,0.0,26510.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,3,94470,0,1000796.875,0,1,1,2,0.0,0.0,31490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1.0,10,181694,38186,7637986.0,0,1,0,1,0.1483042918313208,0.0118606007903398,18169.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1,22780,0,402051.3125,0,1,0,1,0.0,0.0,22780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,124472,0,5464762.0,0,1,1,2,0.0,0.0,124472.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.0,22,227556,98556,8493420.0,0,1,0,1,0.3422796888677951,0.0,10343.454545454546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1.0,1,50065,0,1529510.25,0,1,1,2,0.0,0.0,50065.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.0,1,57540,0,2582687.0,0,1,1,2,0.0,0.0,57540.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,85400,0,1536998.25,0,1,0,1,0.0,0.0,85400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,55700,0,519806.0938,0,1,0,1,0.0,0.0,55700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,53250,0,1794187.25,0,1,1,2,0.0,0.0,53250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,6,78672,28427,2179719.75,0,1,1,2,0.0,0.0,13112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,3,64660,0,325513.0,0,1,1,2,0.0,0.0,21553.333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,2,75844,19928,3684188.5,0,1,1,2,0.3749934075207004,0.25,37922.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
1.0,1,161678,0,9357230.0,0,1,1,2,0.0,0.0,161678.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,101101,0,21795830.0,0,1,1,2,0.0,0.0,101101.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,1,52613,0,1061458.25,0,1,1,2,0.0,0.0,52613.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,56608,0,5094197.0,0,1,1,2,0.2035048049745619,0.0,56608.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,1,104099,0,17695420.0,0,1,1,2,0.0393759786357217,0.0,104099.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,1,58184,7450,14715262.0,0,1,1,2,0.0,0.0,58184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,1,58480,0,11054535.0,0,1,1,2,0.0,0.0,58480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,6,336700,124800,9058916.0,0,1,0,1,0.0135699435699435,0.0,56116.666666666664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,4,264008,159994,9937707.0,0,1,1,2,0.0,0.0,66002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2,62220,0,5444253.5,0,1,1,2,0.2214721954355512,0.021279331404693,31110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
1.0,1,65430,0,3181045.5,0,1,1,2,0.1244383310408069,0.0,65430.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.0,3,102290,42440,6062770.5,0,1,1,2,0.1815915534265324,0.0,34096.666666666664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.0,3,80004,0,12232124.0,0,1,0,1,0.0,0.0,26668.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1.0,2,323916,0,8024064.5,0,1,1,2,0.1864310500253152,0.0,161958.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,14,304052,0,21027396.0,0,1,1,2,0.5146718324497126,0.2764392223698578,21718.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,4,85385,31210,4855036.5,0,1,0,1,0.2989400948644375,0.0336710194999121,21346.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1.0,2,98024,0,1988334.5,0,1,1,2,0.343915775728393,0.0,49012.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,1,65000,15000,2603931.25,0,1,1,2,0.2307692307692307,0.1538461538461538,65000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1.0,5,144573,66620,5135040.0,0,1,0,1,0.4610127755528349,0.0,28914.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,2,302812,0,7290824.5,0,1,1,2,0.0,0.0,151406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1.0,5,86400,0,9080022.0,0,1,1,2,0.0,0.0,17280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.0,2,98539,0,5450441.5,0,1,1,2,0.0,0.0,49269.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,6,86483,0,6361236.5,0,1,0,1,0.0,0.0,14413.833333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,1,51600,0,1124543.125,0,1,1,2,0.3333333333333333,0.0,51600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1.0,1,140520,0,2225512.0,0,1,1,2,0.0,0.0,140520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,5,154029,62380,4636396.5,0,1,1,2,0.4303605165261087,0.0,30805.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1.0,3,161789,91935,6963616.5,0,1,1,2,0.4317598847882118,0.0,53929.666666666664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,3,63909,0,4765753.5,0,1,0,1,0.0506814376691858,0.0,21303.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,2,53472,0,971155.625,0,1,1,2,0.1876309096349491,0.0,26736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
1.0,1,50417,0,1847401.0,0,1,1,2,0.0,0.0,50417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,43728,0,11508035.0,0,0,1,1,0.0,0.0,43728.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1.0,3,133298,0,15640994.0,0,1,1,2,0.0,0.0,44432.666666666664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1.0,2,168619,0,6455828.5,0,1,1,2,0.0,0.0,84309.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,5,251827,113318,47102428.0,0,1,1,2,0.3335623265178078,0.3335623265178078,50365.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,4,175885,71385,6486377.5,0,1,0,1,0.4058902123546635,0.0,43971.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,2,104786,0,1028376.875,0,1,1,2,0.0,0.0,52393.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,53040,41600,1770027.5,0,1,1,2,0.0,0.0,53040.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,1,110689,0,2339814.25,0,1,1,2,0.0,0.0,110689.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,53620,0,2058955.25,0,1,1,2,0.0,0.0,53620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,1,50008,0,3202213.0,0,1,1,2,0.0,0.0,50008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,4,291176,100176,6657348.5,0,1,1,2,0.3818927384125065,0.0,72794.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,1,50832,0,2551022.25,0,1,1,2,0.1359773371104816,0.0,50832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,1,76354,0,2843033.5,0,1,1,2,0.0,0.0,76354.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,98480,0,2831565.5,0,1,1,2,0.0,0.0,98480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,3,175918,51218,22530168.0,0,1,1,2,0.3309382780613695,0.1718414261189872,58639.333333333336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,3,169785,63782,19155416.0,0,1,1,2,0.375663338928645,0.0,56595.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1.0,11,124721,0,13898181.0,0,1,1,2,0.1250791767224445,0.0962147513249573,11338.272727272728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1.0,7,94002,0,5662234.0,0,1,0,1,0.3334822663347588,0.0,13428.857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1.0,1,93020,0,1252323.875,0,1,0,1,0.0,0.0,93020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,23000,0,711118.375,0,1,1,2,0.1169391346956521,0.0,23000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1.0,1,61053,0,13133225.0,0,1,1,2,0.0,0.0,61053.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,5,78920,0,2830674.75,0,1,0,1,0.0,0.0,15784.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1.0,7,99440,0,6606832.5,0,1,1,2,0.2399135156878519,0.0,14205.714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,6,73260,0,2853189.5,0,1,0,1,0.0,0.0,12210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1.0,4,69817,0,2178074.5,1,1,1,3,0.3729607402208631,0.0,17454.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,4,84750,0,2094724.625,0,1,1,2,0.3390442477876106,0.0,21187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,6,75496,13320,3570161.75,0,1,0,1,0.1290002119317579,0.0621092508212355,12582.666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,4,164380,0,7655751.0,1,1,1,3,0.1265056576225818,0.0,41095.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,7,160580,0,4336187.5,1,1,1,3,0.0,0.0,22940.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1.0,6,73470,0,3212269.0,0,1,0,1,0.1289914250714577,0.1289914250714577,12245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,3,67755,0,1904480.0,0,1,0,1,0.2908272452217548,0.1769315917644454,22585.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,3,56700,0,2371575.0,0,1,1,2,0.318342151675485,0.218694885361552,18900.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,1,82852,0,2153603.5,0,1,1,2,0.2810070969922271,0.0,82852.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,2,76442,0,3978277.0,0,1,1,2,0.2354726459276314,0.0994741110907616,38221.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1.0,2,92792,0,3155496.0,0,1,1,2,0.1447861884645228,0.0,46396.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
2.0,2,125519,0,2244317.0,0,1,0,1,0.0,0.0,62759.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,4,129000,25800,4374646.0,0,1,0,1,0.0,0.0,32250.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1.0,1,78814,0,861972.875,0,1,1,2,0.0,0.0,78814.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1.0,4,58970,0,1776411.75,0,1,1,2,0.196710191622859,0.1187044259793115,14742.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,6,75600,10800,2688675.75,0,1,0,1,0.1388888888888889,0.0793650793650793,12600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,4,56270,0,1056782.125,0,1,0,1,0.1647414252710147,0.0731473253954149,14067.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,4,66842,0,5608600.5,0,1,1,2,0.1572963107028515,0.0,16710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,6,75288,10800,2891605.0,0,1,1,2,0.1450164700881946,0.0,12548.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,7,184322,0,9722890.0,0,1,0,1,0.0022026670717548,0.0,26331.714285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1.0,7,287853,0,25567108.0,0,1,1,2,0.0420422924200894,0.0,41121.857142857145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,64512,0,5968153.5,0,1,1,2,0.0,0.0,32256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1.0,6,286000,111774,63835192.0,0,1,1,2,0.3802342657342657,0.1722762237762237,47666.666666666664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,7,144050,0,3929371.0,0,1,1,2,0.0,0.0,20578.571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1.0,3,60592,0,5049446.5,0,1,1,2,0.0,0.0,20197.333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
0.0,6,1380959,0,74130576.0,0,1,1,2,0.2036961271116666,0.1595289939817185,230159.83333333337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1.0,1,107930,0,7221482.5,0,1,1,2,0.0,0.0,107930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
