OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,SiteEnergyUse(kBtu),UsageType,NumPropertyUseTypes,BuildingAge,HasSteam,HasElectricity,HasGas,NbSourcesEnergies,SecondUseRatio,ThirdUseRatio,AreaPerFloor
20987,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,2,25872,0,Office,1787119.0,Multi_usage,2,47,0,1,1,2,0.10049474335188621,0.0,12936.0
20988,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,2,25872,0,Office,2399353.5,Mono_usage,1,47,0,1,1,2,0.0,0.0,12936.0
20989,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,20500,0,Non-Refrigerated Warehouse,222600.0938,Mono_usage,1,47,0,1,0,1,0.0,0.0,20500.0
21005,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,2,21436,0,Office,534703.6875,Mono_usage,1,58,0,1,0,1,0.0,0.0,10718.0
21023,NonResidential,Mixed Use Property,NORTHEAST,1.0,1,20233,0,Office,630250.125,Multi_usage,3,18,0,1,1,2,0.32837443779963427,0.3135471754065141,20233.0
21057,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,4,39926,12400,Office,1010967.688,Multi_usage,4,10,0,1,1,2,0.31057456294144165,0.06449431448179131,9981.5
21088,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,31417,8110,Office,1126157.25,Multi_usage,2,31,0,1,1,2,0.41028742400611135,0.0,10472.333333333334
21095,NonResidential,Self-Storage Facility,DOWNTOWN,1.0,6,46580,0,Self-Storage Facility,710275.375,Mono_usage,1,88,0,1,0,1,0.0,0.0,7763.333333333333
21097,NonResidential,Retail Store,DOWNTOWN,1.0,2,25920,0,Retail Store,478690.0938,Mono_usage,1,100,0,1,0,1,0.0,0.0,12960.0
21102,NonResidential,Retail Store,DOWNTOWN,1.0,2,25920,0,Retail Store,1011667.5,Mono_usage,1,97,0,1,1,2,0.0,0.0,12960.0
21103,NonResidential,Hotel,DOWNTOWN,1.0,8,61721,0,Hotel,2897079.75,Mono_usage,1,106,0,1,1,2,0.0,0.0,7715.125
21108,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,2,25920,0,Office,1793851.375,Mono_usage,1,97,0,1,1,2,0.0,0.0,12960.0
21115,NonResidential,Small- and Mid-Sized Office,EAST,1.0,4,39760,0,Office,2478960.0,Mono_usage,1,91,1,1,1,3,0.0,0.0,9940.0
21116,NonResidential,Other,EAST,1.0,3,30971,0,Other,2823184.0,Mono_usage,1,96,1,1,1,3,0.0,0.0,10323.666666666666
21117,NonResidential,Small- and Mid-Sized Office,EAST,1.0,3,22667,0,Office,3767135.0,Mono_usage,1,70,1,1,1,3,0.0,0.0,7555.666666666667
21119,NonResidential,Warehouse,LAKE_UNION,1.0,2,33840,0,Non-Refrigerated Warehouse,2227638.25,Multi_usage,3,89,0,1,1,2,0.4036643026004728,0.0425531914893617,16920.0
21125,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,5,33740,6010,Office,1291405.25,Multi_usage,3,15,0,1,0,1,0.25969176052163606,0.04445761707172496,6748.0
21129,NonResidential,Retail Store,LAKE_UNION,1.0,2,20516,0,Retail Store,1021796.625,Multi_usage,2,105,0,1,1,2,0.38993955936829794,0.0,10258.0
21133,NonResidential,Retail Store,LAKE_UNION,1.0,3,27480,0,Retail Store,1215156.25,Multi_usage,2,110,0,1,0,1,0.315429403202329,0.0,9160.0
21138,NonResidential,Mixed Use Property,LAKE_UNION,1.0,1,46958,0,Office,1818867.875,Multi_usage,4,69,0,1,1,2,0.7235401848460327,0.09751267089739768,46958.0
21140,NonResidential,Distribution Center,LAKE_UNION,1.0,1,26532,0,Distribution Center,1934224.25,Mono_usage,1,32,0,1,1,2,0.0,0.0,26532.0
21141,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,2,22388,0,Office,576405.125,Multi_usage,2,35,0,1,1,2,0.12453099874933,0.0,11194.0
21142,NonResidential,Other,LAKE_UNION,1.0,1,30730,0,Other,3050455.25,Mono_usage,1,47,0,1,1,2,0.0,0.0,30730.0
21145,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,2,35600,0,Office,2173143.75,Multi_usage,2,30,0,1,1,2,0.0,0.0,17800.0
21150,NonResidential,Worship Facility,MAGNOLIA_QUEENANNE,1.0,3,62000,0,Worship Facility,1799664.125,Multi_usage,2,67,0,1,1,2,0.08064516129032258,0.0,20666.666666666668
21172,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,2,23600,0,Office,776248.6875,Mono_usage,1,35,0,1,0,1,0.0,0.0,11800.0
21177,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,3,40067,0,Office,2303732.75,Mono_usage,1,30,0,1,0,1,0.0,0.0,13355.666666666666
21178,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,3,26419,6922,Office,1074989.0,Mono_usage,1,27,0,1,0,1,0.0,0.0,8806.333333333334
21179,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,3,25262,0,Office,1469556.25,Mono_usage,1,37,0,1,1,2,0.0,0.0,8420.666666666666
21180,NonResidential,Other,LAKE_UNION,0.0,3,53103,0,Other,4877959.0,Mono_usage,1,20,0,1,1,2,0.0,0.0,17701.0
21181,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,3,34106,0,Office,1619177.125,Mono_usage,1,36,0,1,0,1,0.0,0.0,11368.666666666666
21182,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,3,34545,0,Office,2313978.75,Mono_usage,1,36,0,1,0,1,0.0,0.0,11515.0
21183,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,3,70296,0,Office,2782066.5,Mono_usage,1,36,0,1,0,1,0.0,0.0,23432.0
25660,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,27838,0,Office,1217509.125,Mono_usage,1,114,0,1,0,1,0.0,0.0,6959.5
21192,NonResidential,Distribution Center,DELRIDGE,2.0,2,28368,0,Distribution Center,1856230.625,Multi_usage,2,45,0,1,1,2,0.3316412859560068,0.0,14184.0
21208,NonResidential,Other,NORTHWEST,1.0,2,92080,0,Other,5155090.5,Mono_usage,1,52,0,1,1,2,0.0,0.0,46040.0
21212,NonResidential,Other,NORTHWEST,1.0,1,20236,0,Other - Recreation,1965182.25,Mono_usage,1,55,0,1,1,2,0.0,0.0,20236.0
21213,NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,2,39815,0,Office,2050600.75,Multi_usage,2,65,0,1,1,2,0.3188999120934321,0.0,19907.5
21216,Nonresidential COS,Other,NORTHWEST,1.0,4,25557,0,Residential Care Facility,2280352.5,Mono_usage,1,46,0,1,0,1,0.0,0.0,6389.25
21218,Nonresidential COS,Other,NORTHWEST,1.0,2,26994,0,Other - Services,3076813.25,Multi_usage,2,58,0,1,1,2,0.39827369044972954,0.0,13497.0
21219,NonResidential,Warehouse,NORTHWEST,1.0,1,48112,0,Non-Refrigerated Warehouse,1485945.875,Mono_usage,1,44,0,1,0,1,0.0,0.0,48112.0
21221,NonResidential,Other,NORTHWEST,1.0,1,20909,0,Other - Public Services,1208029.25,Multi_usage,2,7,0,1,1,2,0.0,0.0,20909.0
21226,NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,2,42793,16518,Office,1772188.5,Multi_usage,2,15,0,1,0,1,0.3859977099058257,0.0,21396.5
21233,NonResidential,Other,NORTHWEST,1.0,2,45000,0,Other - Recreation,5912066.0,Mono_usage,1,9,0,1,1,2,0.0,0.0,22500.0
21236,NonResidential,Retail Store,NORTHWEST,1.0,1,26115,0,Retail Store,1689372.625,Mono_usage,1,18,0,1,1,2,0.0,0.0,26115.0
21239,NonResidential,Worship Facility,NORTHEAST,1.0,1,26033,0,Worship Facility,1149140.25,Multi_usage,2,67,0,1,1,2,0.0,0.0,26033.0
21243,NonResidential,K-12 School,MAGNOLIA_QUEENANNE,1.0,4,48660,0,K-12 School,1881516.125,Mono_usage,1,9,0,1,1,2,0.0,0.0,12165.0
21244,NonResidential,Senior Care Community,MAGNOLIA_QUEENANNE,1.0,2,46539,0,Senior Care Community,5400049.5,Mono_usage,1,46,0,1,1,2,0.0,0.0,23269.5
21262,NonResidential,Residence Hall,DOWNTOWN,1.0,4,29796,0,Residence Hall/Dormitory,2233262.0,Mono_usage,1,107,0,1,1,2,0.0,0.0,7449.0
21265,NonResidential,Retail Store,DOWNTOWN,1.0,2,26400,0,Retail Store,983595.875,Multi_usage,3,96,0,1,1,2,0.2727272727272727,0.1056060606060606,13200.0
21266,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3,38148,0,Office,1262255.75,Multi_usage,2,98,0,1,0,1,0.32754010695187163,0.0,12716.0
21270,NonResidential,Mixed Use Property,LAKE_UNION,1.0,2,28800,0,Non-Refrigerated Warehouse,456953.0,Multi_usage,2,88,0,1,1,2,0.5,0.0,14400.0
21278,NonResidential,Worship Facility,MAGNOLIA_QUEENANNE,1.0,5,31945,0,Worship Facility,1806468.0,Multi_usage,2,61,0,1,0,1,0.0,0.0,6389.0
21290,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,5,85963,33055,Office,4480961.0,Multi_usage,2,31,0,1,0,1,0.38452590067819875,0.0,17192.6
21310,NonResidential,Retail Store,DOWNTOWN,1.0,4,34680,0,Retail Store,1169948.875,Mono_usage,1,116,0,1,1,2,0.0,0.0,8670.0
21313,NonResidential,Worship Facility,DOWNTOWN,1.0,3,75058,34510,Worship Facility,5587347.0,Mono_usage,1,48,0,1,1,2,0.0,0.0,25019.333333333332
21317,NonResidential,Retail Store,DOWNTOWN,1.0,1,36504,0,Retail Store,2100982.75,Mono_usage,1,101,0,1,1,2,0.0,0.0,36504.0
21318,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,35200,0,Office,2998208.25,Mono_usage,1,109,0,1,0,1,0.0,0.0,5866.666666666667
21319,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5,35840,0,Office,1538750.625,Mono_usage,1,109,0,1,1,2,0.0,0.0,7168.0
21321,NonResidential,Other,DOWNTOWN,1.0,2,25920,0,Bank Branch,1333432.125,Mono_usage,1,75,0,1,0,1,0.0,0.0,12960.0
21322,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,30525,0,Office,2883139.0,Multi_usage,2,88,1,1,0,2,0.19996723996723997,0.0,7631.25
21328,NonResidential,Other,EAST,1.0,4,49243,0,Other/Specialty Hospital,8476183.0,Mono_usage,1,52,0,1,1,2,0.0,0.0,12310.75
21336,NonResidential,Other,EAST,0.0,3,20411,0,Social/Meeting Hall,2014475.875,Mono_usage,1,104,0,1,1,2,0.0,0.0,6803.666666666667
21351,NonResidential,Medical Office,EAST,1.0,2,30855,10285,Medical Office,2946756.25,Mono_usage,1,54,0,1,1,2,0.0,0.0,15427.5
21353,NonResidential,Small- and Mid-Sized Office,EAST,1.0,3,73549,0,Office,2828950.5,Multi_usage,2,106,0,1,1,2,0.4339555942296972,0.0,24516.333333333332
21364,NonResidential,Other,EAST,1.0,5,45780,11400,Other - Education,10834087.0,Multi_usage,2,28,1,1,1,3,0.0982961992136304,0.0,9156.0
21365,NonResidential,Medical Office,EAST,0.0,3,39115,0,Medical Office,3735308.5,Mono_usage,1,53,0,1,1,2,0.0,0.0,13038.333333333334
21366,NonResidential,Other,EAST,1.0,3,38038,0,Other - Entertainment/Public Assembly,1107290.625,Multi_usage,3,100,1,1,0,2,0.03112676796887323,0.011462221988537778,12679.333333333334
21367,NonResidential,Worship Facility,EAST,1.0,3,37796,0,Worship Facility,2465983.5,Multi_usage,2,54,1,1,1,3,0.46565774155995343,0.0,12598.666666666666
21380,Nonresidential COS,Small- and Mid-Sized Office,BALLARD,1.0,1,27744,0,Office,5355753.0,Multi_usage,3,23,0,1,0,1,0.21842560553633217,0.11908881199538639,27744.0
21382,NonResidential,Warehouse,BALLARD,1.0,1,36444,0,Non-Refrigerated Warehouse,161311.0938,Mono_usage,1,56,0,1,0,1,0.0,0.0,36444.0
21388,NonResidential,Warehouse,BALLARD,1.0,1,27553,0,Non-Refrigerated Warehouse,966677.125,Mono_usage,1,66,0,1,1,2,0.0,0.0,27553.0
21389,NonResidential,Distribution Center,BALLARD,3.0,1,57310,0,Distribution Center,1253745.5,Mono_usage,1,65,0,1,1,2,0.0,0.0,57310.0
21391,NonResidential,Mixed Use Property,LAKE_UNION,1.0,2,25920,0,Office,989079.5,Multi_usage,5,96,0,1,1,2,0.27067901234567904,0.13923611111111112,12960.0
21396,NonResidential,Restaurant,LAKE_UNION,1.0,3,40686,0,Restaurant,2106073.5,Mono_usage,1,97,0,1,1,2,0.0,0.0,13562.0
21397,NonResidential,Retail Store,LAKE_UNION,1.0,2,45271,0,Retail Store,2553763.5,Mono_usage,1,52,0,1,1,2,0.0,0.0,22635.5
21398,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,28380,12180,Office,1372213.375,Mono_usage,1,96,0,1,1,2,0.0,0.0,9460.0
21399,NonResidential,Large Office,LAKE_UNION,1.0,5,508160,0,Office,28053172.0,Multi_usage,3,7,0,1,1,2,0.3205565176322418,0.02331155541561713,101632.0
21401,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,26176,0,Office,966907.375,Mono_usage,1,90,0,1,1,2,0.0,0.0,8725.333333333334
21413,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,1,37740,0,Office,7442314.5,Multi_usage,2,90,0,1,1,2,0.0,0.0,37740.0
21418,Nonresidential COS,Other,MAGNOLIA_QUEENANNE,1.0,1,26000,0,Other,5277482.5,Mono_usage,1,55,1,1,0,2,0.0,0.0,26000.0
21424,NonResidential,Worship Facility,MAGNOLIA_QUEENANNE,1.0,3,23241,0,Worship Facility,739210.5,Mono_usage,1,7,0,1,1,2,0.0,0.0,7747.0
21425,NonResidential,Other,MAGNOLIA_QUEENANNE,1.0,1,155795,0,Other,17673018.0,Mono_usage,1,54,0,1,1,2,0.0,0.0,155795.0
21432,Nonresidential COS,Other,MAGNOLIA_QUEENANNE,1.0,1,21018,0,Other,1761137.5,Mono_usage,1,14,1,1,0,2,0.0,0.0,21018.0
21433,Nonresidential COS,Other,MAGNOLIA_QUEENANNE,1.0,1,30533,0,Museum,5903015.0,Mono_usage,1,18,0,1,1,2,0.0,0.0,30533.0
21435,NonResidential,Other,MAGNOLIA_QUEENANNE,1.0,2,33971,0,Other - Recreation,17686444.0,Mono_usage,1,55,0,1,1,2,0.0,0.0,16985.5
21436,Nonresidential COS,Other,MAGNOLIA_QUEENANNE,1.0,2,40600,0,Other,2485521.0,Mono_usage,1,24,1,1,1,3,0.0,0.0,20300.0
21438,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,4,38038,0,Office,2003807.75,Multi_usage,2,17,0,1,0,1,0.5152741994847257,0.0,9509.5
21442,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,4,64596,24596,Office,2524228.25,Multi_usage,2,9,0,1,1,2,0.3305158214130906,0.0,16149.0
21443,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,41466,6062,Office,9190442.0,Multi_usage,3,88,0,1,1,2,0.12058071673178025,0.030145179182945063,13822.0
21445,NonResidential,Large Office,LAKE_UNION,1.0,6,130710,100800,Office,7429423.0,Multi_usage,4,3,0,1,1,2,0.6805906204575013,0.041588248795042464,21785.0
21447,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,4,35780,0,Office,1912760.75,Multi_usage,3,90,0,1,0,1,0.2295695919508105,0.14603130240357742,8945.0
21459,NonResidential,Mixed Use Property,MAGNOLIA_QUEENANNE,1.0,4,25132,7308,Office,564754.1875,Multi_usage,3,52,0,1,0,1,0.31831927423205475,0.08335985993951933,6283.0
21464,Nonresidential COS,Other,DOWNTOWN,1.0,1,49680,0,Other,2844685.0,Mono_usage,1,50,1,1,0,2,0.0,0.0,49680.0
21465,Nonresidential COS,Other,DOWNTOWN,1.0,1,36314,0,Other,1832808.75,Mono_usage,1,54,1,1,1,3,0.0,0.0,36314.0
21468,NonResidential,Other,DOWNTOWN,1.0,2,25920,0,Other - Entertainment/Public Assembly,1257774.625,Multi_usage,3,100,0,1,0,1,0.16701388888888888,0.1554398148148148,12960.0
21469,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,47686,0,Office,2071670.25,Multi_usage,2,97,1,1,0,2,0.17824938136979407,0.0,11921.5
21478,Campus,Mixed Use Property,DOWNTOWN,1.0,2,49280,0,Retail Store,5437110.5,Multi_usage,6,116,0,1,1,2,0.1875,0.1663758116883117,24640.0
21482,Campus,Restaurant,DOWNTOWN,1.0,2,25380,0,Restaurant,6901554.0,Multi_usage,3,104,0,1,1,2,0.2531914893617021,0.07249802994483845,12690.0
21483,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,40715,0,Office,2827772.75,Multi_usage,3,101,0,1,1,2,0.3993614147120226,0.0874370625076753,6785.833333333333
21488,NonResidential,Mixed Use Property,DOWNTOWN,1.0,4,82065,34800,Parking,1717130.875,Multi_usage,3,26,0,1,0,1,0.33624565892889785,0.16992627795040516,20516.25
21495,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,36160,0,Office,1862176.875,Mono_usage,1,106,0,1,0,1,0.0,0.0,9040.0
21496,NonResidential,Mixed Use Property,DOWNTOWN,1.0,1,34617,0,Other - Restaurant/Bar,5136604.5,Multi_usage,8,98,0,1,1,2,0.1679232746916255,0.16122136522517838,34617.0
21505,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5,66900,0,Office,1634178.25,Mono_usage,1,107,0,1,1,2,0.0,0.0,13380.0
21508,NonResidential,Other,DOWNTOWN,0.0,2,22710,0,Food Service,287763.5,Mono_usage,1,86,0,1,0,1,0.0,0.0,11355.0
21515,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,50499,13540,Office,3205182.5,Multi_usage,2,16,0,1,1,2,0.2681241212697281,0.0,16833.0
21520,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,5,54465,9605,Office,3600571.25,Multi_usage,2,52,0,1,1,2,0.0,0.0,10893.0
21521,NonResidential,K-12 School,EAST,1.0,2,45960,0,K-12 School,4167253.75,Mono_usage,1,86,0,1,1,2,0.0,0.0,22980.0
21530,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,2,21128,0,Office,436604.0938,Mono_usage,1,57,0,1,0,1,0.0,0.0,10564.0
21534,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,51552,0,Office,1539066.375,Multi_usage,2,3,0,1,0,1,0.01260862818125388,0.0,17184.0
21535,NonResidential,Hotel,LAKE_UNION,1.0,4,38520,0,Hotel,2804534.0,Mono_usage,1,57,0,1,1,2,0.0,0.0,9630.0
21537,NonResidential,Hotel,LAKE_UNION,1.0,3,29186,4256,Hotel,867184.375,Mono_usage,1,55,0,1,1,2,0.0,0.0,9728.666666666666
21546,NonResidential,Worship Facility,LAKE_UNION,1.0,1,27338,0,Worship Facility,581289.0,Mono_usage,1,56,0,1,0,1,0.0,0.0,27338.0
21795,NonResidential,Other,EAST,1.0,2,85750,65640,Parking,2045592.0,Multi_usage,2,17,0,1,1,2,0.23323615160349853,0.0,42875.0
21549,NonResidential,Laboratory,MAGNOLIA_QUEENANNE,1.0,2,34416,0,Laboratory,12015936.0,Multi_usage,3,54,0,1,1,2,0.40001743375174337,0.05811250581125058,17208.0
21550,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,3,45864,0,Office,2590622.0,Mono_usage,1,86,0,1,1,2,0.0,0.0,15288.0
21557,NonResidential,K-12 School,NORTHWEST,1.0,2,49252,0,K-12 School,3485865.5,Mono_usage,1,17,0,1,1,2,0.0,0.0,24626.0
21570,SPS-District K-12,K-12 School,NORTH,1.0,1,34005,0,K-12 School,991918.0,Mono_usage,1,66,0,1,1,2,0.0,0.0,34005.0
21578,SPS-District K-12,K-12 School,SOUTHWEST,1.0,1,41221,0,K-12 School,2246747.5,Mono_usage,1,67,0,1,1,2,0.0,0.0,41221.0
21580,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,33176,0,Office,1426279.5,Multi_usage,2,29,0,1,1,2,0.452134072823728,0.0,11058.666666666666
21582,NonResidential,Retail Store,LAKE_UNION,1.0,3,25194,3764,Retail Store,1878742.875,Multi_usage,3,23,0,1,1,2,0.3192823688179725,0.10458839406207827,8398.0
21601,SPS-District K-12,K-12 School,SOUTHEAST,1.0,2,75605,0,K-12 School,2274873.5,Mono_usage,1,16,0,1,1,2,0.0,0.0,37802.5
21604,SPS-District K-12,K-12 School,SOUTHEAST,1.0,2,29525,0,K-12 School,1297812.75,Mono_usage,1,8,0,1,1,2,0.0,0.0,14762.5
21611,NonResidential,Worship Facility,GREATER_DUWAMISH,1.0,99,21948,0,Worship Facility,326001.1875,Mono_usage,1,39,0,1,0,1,0.0,0.0,221.6969696969697
21613,NonResidential,Other,EAST,1.0,3,31191,0,Other - Recreation,5876439.0,Multi_usage,2,89,0,1,1,2,0.03513834118816325,0.0,10397.0
21617,NonResidential,Other,NORTH,1.0,1,37377,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",3040978.0,Multi_usage,6,69,0,1,1,2,0.09278433261096396,0.022473713781202345,37377.0
21622,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,29380,0,Non-Refrigerated Warehouse,856088.625,Multi_usage,3,39,0,1,0,1,0.23270932607215794,0.19656228727025188,29380.0
21656,NonResidential,Worship Facility,EAST,1.0,2,22688,0,Worship Facility,331675.0,Mono_usage,1,94,0,1,1,2,0.0,0.0,11344.0
21687,NonResidential,Other,SOUTHEAST,1.0,2,22364,0,Adult Education,1467029.75,Multi_usage,2,54,0,1,1,2,0.0,0.0,11182.0
21689,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,2,41262,0,Office,1903455.875,Mono_usage,1,34,0,1,0,1,0.0,0.0,20631.0
21716,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,2,43183,0,Office,7408342.0,Multi_usage,2,63,0,1,1,2,0.2662390292476206,0.0,21591.5
21723,NonResidential,Worship Facility,NORTH,1.0,3,45680,0,Worship Facility,2077039.375,Mono_usage,1,108,0,1,1,2,0.0,0.0,15226.666666666666
21741,NonResidential,Senior Care Community,LAKE_UNION,1.0,14,724148,0,Senior Care Community,37797084.0,Mono_usage,1,10,0,1,1,2,0.0,0.0,51724.857142857145
21768,NonResidential,Worship Facility,SOUTHWEST,1.0,1,23562,0,Worship Facility,531737.1875,Multi_usage,2,59,0,1,0,1,0.6456158220864103,0.0,23562.0
21772,NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,4,28844,0,Office,910718.6875,Multi_usage,2,17,0,1,0,1,0.3536264041048398,0.0,7211.0
21774,SPS-District K-12,K-12 School,DELRIDGE,1.0,2,54528,0,K-12 School,1972078.625,Mono_usage,1,28,0,1,0,1,0.0,0.0,27264.0
21783,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,21101,0,Non-Refrigerated Warehouse,675772.875,Multi_usage,2,27,0,1,1,2,0.1292829723709777,0.0,21101.0
21784,NonResidential,Refrigerated Warehouse,GREATER_DUWAMISH,1.0,2,45594,0,Refrigerated Warehouse,1351267.875,Mono_usage,1,102,0,1,0,1,0.0,0.0,22797.0
21785,NonResidential,Other,GREATER_DUWAMISH,1.0,1,26660,0,Manufacturing/Industrial Plant,2241280.5,Mono_usage,1,66,0,1,0,1,0.0,0.0,26660.0
21786,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,28126,0,Non-Refrigerated Warehouse,870625.8125,Multi_usage,2,41,0,1,1,2,0.22562753324326246,0.0,28126.0
21787,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,35000,0,Non-Refrigerated Warehouse,378714.4063,Mono_usage,1,52,0,1,0,1,0.0,0.0,35000.0
21792,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,26150,0,Non-Refrigerated Warehouse,1208407.625,Mono_usage,1,54,0,1,1,2,0.0,0.0,26150.0
21793,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,2,24000,0,Office,1088556.25,Mono_usage,1,49,0,1,0,1,0.0,0.0,12000.0
21794,NonResidential,K-12 School,EAST,1.0,5,43594,0,K-12 School,2478045.5,Mono_usage,1,48,0,1,1,2,0.0,0.0,8718.8
21822,NonResidential,Distribution Center,LAKE_UNION,1.0,1,28080,0,Distribution Center,794724.625,Multi_usage,2,104,0,1,1,2,0.08903133903133903,0.0,28080.0
21879,NonResidential,Senior Care Community,NORTHWEST,1.0,2,51298,0,Senior Care Community,5655578.0,Mono_usage,1,62,0,1,1,2,0.0,0.0,25649.0
21883,NonResidential,Worship Facility,NORTHWEST,1.0,1,22047,0,Worship Facility,265774.9063,Multi_usage,2,54,0,1,0,1,0.0,0.0,22047.0
21893,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,31600,0,Non-Refrigerated Warehouse,3363535.5,Mono_usage,1,37,0,1,1,2,0.0,0.0,31600.0
21894,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,35289,0,Non-Refrigerated Warehouse,876425.0,Mono_usage,1,9,0,1,1,2,0.0,0.0,35289.0
21896,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,28920,0,Non-Refrigerated Warehouse,1750419.0,Mono_usage,1,35,0,1,1,2,0.0,0.0,28920.0
21897,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,22176,0,Non-Refrigerated Warehouse,736428.625,Mono_usage,1,38,0,1,1,2,0.0,0.0,22176.0
21898,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,31300,0,Non-Refrigerated Warehouse,362874.0,Mono_usage,1,38,0,1,1,2,0.0,0.0,31300.0
21902,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,22000,0,Non-Refrigerated Warehouse,700627.625,Multi_usage,2,37,0,1,0,1,0.0,0.0,22000.0
21904,NonResidential,Small- and Mid-Sized Office,NORTH,1.0,3,39927,0,Office,3568419.5,Multi_usage,2,42,0,1,0,1,0.0,0.0,13309.0
21905,NonResidential,Other,NORTH,1.0,1,30610,0,Other - Recreation,4294550.0,Multi_usage,2,37,0,1,1,2,0.23815746488075792,0.0,30610.0
21907,NonResidential,Medical Office,NORTH,1.0,2,26930,6350,Medical Office,1002995.0,Mono_usage,1,36,0,1,0,1,0.0,0.0,13465.0
21909,NonResidential,Medical Office,NORTH,1.0,2,38745,0,Medical Office,2890379.0,Multi_usage,2,48,0,1,1,2,0.0,0.0,19372.5
21913,NonResidential,Self-Storage Facility,NORTHEAST,1.0,2,20296,0,Self-Storage Facility,855665.125,Mono_usage,1,57,0,1,0,1,0.0,0.0,10148.0
21916,NonResidential,Mixed Use Property,NORTHEAST,1.0,2,22135,0,Medical Office,1261634.5,Multi_usage,4,71,0,1,1,2,0.36665913711316916,0.14456742715156992,11067.5
21917,NonResidential,Medical Office,NORTHEAST,1.0,3,38378,0,Medical Office,1645605.125,Multi_usage,2,49,0,1,1,2,0.08629944238886862,0.0,12792.666666666666
21920,NonResidential,Warehouse,NORTHEAST,1.0,2,33576,0,Non-Refrigerated Warehouse,1275231.75,Mono_usage,1,36,0,1,1,2,0.0,0.0,16788.0
